"Name";"Accepted_name_rank";"Accepted_name_family";"Genus_matched";"Specific_epithet_matched";"Accepted_name_species";"Taxonomic_status";"Overall_score";"Source";"fonction";"restriction";"description"
"Metrosideros excelsa";"species";"Myrtaceae";"Metrosideros";"excelsa";"Metrosideros excelsa";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Metrosideros Excelsa Bark/Leaf Extract is the extract of the leaves and bark of Metrosideros excelsa, Myrtaceae"
"Michelia alba";"species";"Magnoliaceae";"Michelia";"alba";"Michelia alba";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Michelia Alba Flower Extract is the extract of the flowers of Michelia alba, Magnoliaceae"
"Magnolia x alba";"species";"Magnoliaceae";"Michelia";"longifolia";"Magnolia x alba";"Synonym";"0.96";"tpl";"SKIN CONDITIONING";"";"Michelia Longiflora Flower Extract is the extract of the flowers of Michelia longiflora"
"Micromeria douglasii";"species";"Lamiaceae";"Micromeria";"chamissonis";"Micromeria douglasii";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Micromeria Chamissonis Flower/Leaf/Stem Extract is an extract of the flowers, leaves and stems of Micromeria chamissonis, Lamiaceae"
"Mimosa pudica";"species";"Fabaceae";"Mimosa";"pudica";"Mimosa pudica";"Accepted";"1";"ildis;tropicos;usda";"SKIN CONDITIONING, SKIN PROTECTING";"";"Mimosa Pudica Callus is the callus of Mimosa pudica grown in culture, Leguminosae."
"Mimosa tenuiflora";"species";"Fabaceae";"Mimosa";"tenuiflora";"Mimosa tenuiflora";"Accepted";"1";"ildis";"SKIN PROTECTING, SOOTHING";"";"Mimosa Tenuiflora Bark Extract is an extract of the bark of the Tepezchouite, Mimosa tenuiflora L., Leguminosae"
"Mimusops elengi";"species";"Sapotaceae";"Mimusops";"elengi";"Mimusops elengi";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Mimusops Elengi Flower Extract is the extract of the flowers of Mimusops elengi L., Sapotaceae"
"Mirabilis jalapa";"species";"Nyctaginaceae";"Mirabilis";"jalapa";"Mirabilis jalapa";"Accepted";"1";"tpl;tropicos;usda";"";"";"Mirabilis Jalapa Callus Culture Powder is the powder obtained by the dried, ground culture of the callus of Mirabilis jalapa"
"Miscanthus sinensis";"species";"Poaceae";"Miscanthus";"sinensis";"Miscanthus sinensis";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Miscanthus Sinensis Extract is the extract of the whole plant, Miscanthus sinensis, Poaceae"
"Mitracarpus hirtus";"species";"Rubiaceae";"Mitracarpus";"scaber";"Mitracarpus hirtus";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Mitracarpus Scaber Extract is an extract of Mitracarpus scaber, Rubiaceae"
"Miyamayomena koraiensis";"species";"Asteraceae";"Miyamayomena";"koraiensis";"Miyamayomena koraiensis";"Accepted";"1";"gcc;tropicos";"SKIN CONDITIONING";"";"Miyamayomena Koraiensis Leaf/Stem Extract is the extract of the leaves and stems of Miyamayomena koraiensis, Asteraceae."
"Momordica charantia";"species";"Cucurbitaceae";"Momordica";"charantia";"Momordica charantia";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT, SKIN PROTECTING";"";"Bacillus/Cinnamomum Cassia Bark/(Momordica Charantia/Opuntia Humifusa Fruit)/(Aloe Vera/Artemisia Vulgaris/Camellia Sinensis/Nelumbo Nucifera Leaf)/Pueraria Thunbergiana Root Ferment Filtrate is a filtrate of the product obtained by the fermentation of the bark of Cinnamomum cassia; the fruits of Momordica charantia, and Opuntia humifusa; the leaves of Aloe vera, Artemisia vulgaris, Camellia sinensis, and Nelumbo nucifera; and the roots of Pueraria thunbergiana by the microorganism, Bacillus."
"Momordica cochinchinensis";"species";"Cucurbitaceae";"Momordica";"cochinchinensis";"Momordica cochinchinensis";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Momordica Cochinchinensis Fruit Extract is the the extract obtained from the fruit of Momordica cochinchinensis, Cucurbitaceae"
"Siraitia grosvenorii";"species";"Cucurbitaceae";"Momordica";"grosvenorii";"Siraitia grosvenorii";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the fruits of Citrus unshui, Citus japonica, Citrus junos, Pyrus malus, Musa sapientum, Carica papaya, Pyrus serotina, Diospyros kaki, Citrullus vulgaris, Prunus persica, Prunus mume, Ficus carica, Chaenomeles sinensis, Eriobotrya japonica, Prunus armeniaca, Zizyphus jujuba, Cucurbita maxima, Castanea crenata, Vitis coignetiae, Rubus idaeus, Momordica grosbenorii, Ginkgo biloba, Juglans subcordiformis, Prunus salicina, Akebia quinata, Ctataegus cuneata, Cornus officinalis, Nephelium longana , the flowers of Chamomilla recutita, Carthamus tinctorius , the seeds of Lycium chinense, Glycine max, Phaseolus angularis, Canavalia ensiformis, Oryza sativa, Hordeum vulgare, Coix lachryma-jobi, Echinochloa crus-galli, Setaria italica, Panicum miliaceum, Sesamum indicum, Cassia obtusifolia, Pinus koraiensis , roots of Ipomoea batatas, Helianthus tuberosus, Colocasia antiquorum, Dioscorea batatas, Raphanus sativus, Brassica rapa, Daucus carota sativa, Arctium lappa, Nelumbo nucifera, Lilium auratum, Glycyrrhiza glabra, Sagittaria trifolia, Smallanthus sonchifolius, Acanthopanax sieboldianus , leaves of Brassica oleracea capitata, Morus bombycis, Perilla frutescens, Sasa veitchii , bulb of Allium sativum, Allium cepa , fruiting body of Hydnum erinaceum, Grifola frondosa, Lentinus edodes, Auricularia auricula , rhizomes of Zingiber officinale, Beta vulgaris, Polygonatum odoratum, Curcuma longa , the alga, Iridea laminarioides, Laminaria japonica, Nemacystus decipiens, Undaria pinnatifida , and the whole plants, Houttuynia cordata, Artemisia princeps, Glechoma hederacea, Taraxacum officinale, Isodon japonicus, Plantago asiatica by the microorganisms, Aspergillus, Lactobacillus, Pediococcus, Saccharomyces and Zygosaccharomyces"
"Monarda didyma";"species";"Lamiaceae";"Monarda";"didyma";"Monarda didyma";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Monarda Didyma Extract is the extract of the whole plant, Monarda didyma."
"Monarda fistulosa";"species";"Lamiaceae";"Monarda";"fistulosa";"Monarda fistulosa";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Monarda Fistulosa is the product obtained from the dried, cut herb, Monarda fistulosa L., Labiatae"
"Mondia whitei";"species";"Apocynaceae";"Mondia";"whitei";"Mondia whitei";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Mondia Whitei Root Extract is the extract of the roots of Mondia whitei, Apocynaceae"
"Monochoria hastata";"species";"Pontederiaceae";"Monochoria";"hastata";"Monochoria hastata";"Accepted";"1";"tpl;tropicos";"HAIR CONDITIONING";"";"Monochoria Hastata Oil is the volatile oil obtained from the whole plant, Monochoria hastata, Pontederiaceae."
"Morinda citrifolia";"species";"Rubiaceae";"Morinda";"citrifolia";"Morinda citrifolia";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT, SKIN CONDITIONING";"";"This is the extract of the germinated seeds of Carthamus tinctorius , the seeds of Plantago asiatica, Nelumbo nucifera, Psoralea corylifolia, Allium tuberosum, Brassica campestris, Alpinia oxyphylla , the fruit of Lycium chinense, Tribulus terrestris, Cornus officinalis, Rubus coreanus, Zizyphus jujuba , the roots of Astragalus membranaceus, Platycodon grandiflorum, Panax ginseng, Polygala tenuifolia, Rehmannia glutinosa , the bark of Eucommia ulmoides , the whole plants Polygonum multiflorum, Angelica gigas, Dendrobium nobile, Achyranthes japonica, Epimedium koreanum, Morinda citrifolia, Poria Cocos and Antler Velvet"
"Morinda officinalis";"species";"Rubiaceae";"Morinda";"officinalis";"Morinda officinalis";"Accepted";"1";"tpl";"ANTIOXIDANT, SKIN CONDITIONING";"";"Morinda Officinalis Root Extract is the extract of the roots of Morinda officinalis."
"Moringa drouhardii";"species";"Moringaceae";"Moringa";"drouhardii";"Moringa drouhardii";"Accepted";"1";"tpl;tropicos";"ANTIOXIDANT, EMOLLIENT, SKIN CONDITIONING";"";"Moringa Drouhardii Seed Oil is the fixed oil expressed from the seeds of Moringa drouhardii, Moringaceae."
"Moringa oleifera";"species";"Moringaceae";"Moringa";"oleifera";"Moringa oleifera";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Moringa Oleifera Bark Extract is the extract of the bark of Moringa oleifera, Moringaceae"
"Morus alba";"species";"Moraceae";"Morus";"alba";"Morus alba";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the flowers and leaves of Cananga odorata ; the fruiting bodies of Ganoderma lucidum ; the leaves of Corchorus olitorius , Lawsonia inermis (henna), Melia azadirachta , Morus alba , Muntingia calabura , Psidium guajava , and Tamarindus indica ; the leaves and peels of Citrus hystrix ; the leaves and stems of Cymbopogon nardus (citronella), Cymbopogon schoenanthus , and Ocimum tenuiflorum ; the rhizomes of Alpinia galanga , Boesenbergia rotunda , Curcuma longa (turmeric), and Zingiber officinale (ginger); and the roots of Zingiber cassumunar."
"Morus australis";"species";"Moraceae";"Morus";"australis";"Morus australis";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Morus Australis Leaf Powder is the powder obtained from the dried, ground leaves of Morus australis, Moraceae."
"Morus nigra";"species";"Moraceae";"Morus";"nigra";"Morus nigra";"Accepted";"1";"tpl;tropicos;usda";"SKIN PROTECTING";"";"Berberis Vulgaris Root/Fragaria Chiloensis (Strawberry) Fruit/Lycium Chinense Fruit/Morus Nigra Fruit Extract is the extract of the roots of Berberis vulgaris, the fruits of Fragaria chiloensis, Lycium chinense and Morus nigra."
"Mosla dianthera";"species";"Lamiaceae";"Mosla";"dianthera";"Mosla dianthera";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Mosla Dianthera Extract is the extract of the whole plant, Mosla dianthera, Lamiaceae"
"Mourera fluviatilis";"species";"Podostemaceae";"Mourera";"fluviatilis";"Mourera fluviatilis";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Mourera Fluviatilis Extract is an extract of the whole plant, Mourera fluviatilis, Podostemaceae"
"Muntingia calabura";"species";"Muntingiaceae";"Muntingia";"calabura";"Muntingia calabura";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the flowers and leaves of Cananga odorata ; the fruiting bodies of Ganoderma lucidum ; the leaves of Corchorus olitorius , Lawsonia inermis (henna), Melia azadirachta , Morus alba , Muntingia calabura , Psidium guajava , and Tamarindus indica ; the leaves and peels of Citrus hystrix ; the leaves and stems of Cymbopogon nardus (citronella), Cymbopogon schoenanthus , and Ocimum tenuiflorum ; the rhizomes of Alpinia galanga , Boesenbergia rotunda , Curcuma longa (turmeric), and Zingiber officinale (ginger); and the roots of Zingiber cassumunar."
"Murdannia keisak";"species";"Commelinaceae";"Murdannia";"keisak";"Murdannia keisak";"Accepted";"1";"tpl;tropicos";"ANTIMICROBIAL, ANTIOXIDANT, EMOLLIENT, HUMECTANT, SKIN PROTECTING";"";"Murdannia Keisak Extract is the extract of the whole plant, Murdannia keisak, Commelinaceae"
"Murraya paniculata";"species";"Rutaceae";"Murraya";"exotica";"Murraya paniculata";"Synonym";"1";"tpl";"ANTIOXIDANT, ORAL CARE, SKIN CONDITIONING";"";"Murraya Exotica Leaf Extract is an extract of the leaves of the Cosmetic Box, Murraya Exotica L., Rutaceae"
"Murraya koenigii";"species";"Rutaceae";"Murraya";"koenigii";"Murraya koenigii";"Accepted";"1";"tpl;tropicos;usda";"PRESERVATIVE";"";"Murraya Koenigii Leaf Oil is the volatile oil obtained from the leaves of Murraya koenigii, Rutaceae."
"Musa acuminata";"species";"Musaceae";"Musa";"acuminata";"Musa acuminata";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING, SKIN PROTECTING";"";"Musa Acuminata Extract is the extract of the whole plant, Musa acuminata, Musaceae."
"Musa balbisiana";"species";"Musaceae";"Musa";"balbisiana";"Musa balbisiana";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT";"";"Musa Balbisiana Fruit Extract is the extract obtained from the fruit of the Banana, Musa balbisiana, Musaceae"
"Musa basjoo";"species";"Musaceae";"Musa";"basjoo";"Musa basjoo";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Musa Basjoo Extract is the extract of the whole plant, Musa basjoo, Musaceae."
"Musa paradisiaca";"species";"Musaceae";"Musa";"paradisiaca";"Musa paradisiaca";"Accepted";"1";"tropicos";"ASTRINGENT";"";"Musa Paradisiaca Fruit is the fruit of the Banana, Musa paradisiaca L., Musaceae"
"Myosotis sylvatica";"species";"Boraginaceae";"Myosotis";"sylvatica";"Myosotis sylvatica";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Myosotis Sylvatica Flower/Leaf/Stem Extract is the extract of the flowers, leaves and stems of of Myosotis sylvatica, Boraginaceae"
"Myrcia amazonica";"species";"Myrtaceae";"Myrcia";"amazonica";"Myrcia amazonica";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the roots of Brassica rapa (turnip), Curcuma zedoaria, Arctium lappa, Zingiber officinale (ginger), Solanum tuberosum (potato), Daucus carota (carrot), Pfaffia paniculata, Lepidium meyenii, Manihot esculenta, Smallanthus sonchifolius, Laminaria japonica, Curcuma longa (turmeric); the fruit of Euterpe oleracea, Malpighia glabra (acerola), Illicium verum (anise), Citrus aurantium dulcis (orange), Cucurbita pepo (pumpkin), Myrciaria dubia, Paullinia cupana, Actinidia chinensis (kiwi), Psidium guajava, Citrullus vulgaris (watermelon), Taverrhoa carambola, Solanum lycopersicum (tomato), Prunus domestica, Ananas sativus (pineapple), Musa sapientum (banana), Carica papaya (papaya), Capsicum annuum, Garcinia mangostana (mango), Cucumis melo (melon), Pyrus communis, Pyrus malus (apple), Citrus medica limonum (lemon), and Chaenomeles sinensis; the seeds of Phaseolus angularis, Panicum italicum, Cicer arietinum, Pisum sativum (pea), Avena sativa (oat), Hordium vulgare, Panicum miliaceum (millet), Oryza sativa (rice), Sesamum indicum (sesame), Glycine soja (soybean), Sorghum bicolor, Zea mays (corn), Coix lachryma-jobi ma-yuen, Lecythis ollaria, Echinochloa crus-galli, Triticum vulgare (wheat), Phaseolus vulgaris, Secale cereale (rye), and Lens esculenta (lentil); the leaves of Gynostemma pentaphyllum, Laminaria japonica, Echinodorus macrophyllus, Stevia rebaudiana, Ilex paraguariensis, Cymbopogon citratus, Citrullus vulgaris (watermelon), Rosmarinus officinalis (rosemary), Undaria pinnatifida, Aloe arborescens, Olea europaea (olive), Camellia sinensis, Artemisia princeps, Sasa veitchii and Alpinia speciosa; the wood of Erythroxylum catuaba and Uncaria tomentosa; the bark of Cinnamomum cassia and Tabebuia avellanedae; the rhizomes of Nelumbo nucifera; the flowers of Anthemis nobilis; the fruiting body of Sparassis crispa, Pleurotus eryngii and Pleurotus sajor-caju; the alga, Fucus vesiculosus and Cladosiphon okamuranus; and the whole plants, Chlorella vulgaris, Houttuynia cordata, Crataegus oxyacantha, Cordyceps sinensis and Ampelopsis brevipedunculata, by the microorganism, Aspergillus"
"Myrcia polyantha";"species";"Myrtaceae";"Myrcia";"polyantha";"Myrcia polyantha";"Accepted";"1";"tpl";"MASKING";"";"Myrcia Polyantha Leaf Oil is the volatile oil obtained from the leaves of Myrcia polyantha, Myrtaceae."
"Plinia cauliflora";"species";"Myrtaceae";"Myrciaria";"cauliflora";"Plinia cauliflora";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Myrciaria Cauliflora Pulp is the pulp of Myrciaria cauliflora, Myrtaceae."
"Myrciaria dubia";"species";"Myrtaceae";"Myrciaria";"dubia";"Myrciaria dubia";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the roots of Brassica rapa (turnip), Curcuma zedoaria, Arctium lappa, Zingiber officinale (ginger), Solanum tuberosum (potato), Daucus carota (carrot), Pfaffia paniculata, Lepidium meyenii, Manihot esculenta, Smallanthus sonchifolius, Laminaria japonica, Curcuma longa (turmeric); the fruit of Euterpe oleracea, Malpighia glabra (acerola), Illicium verum (anise), Citrus aurantium dulcis (orange), Cucurbita pepo (pumpkin), Myrciaria dubia, Paullinia cupana, Actinidia chinensis (kiwi), Psidium guajava, Citrullus vulgaris (watermelon), Taverrhoa carambola, Solanum lycopersicum (tomato), Prunus domestica, Ananas sativus (pineapple), Musa sapientum (banana), Carica papaya (papaya), Capsicum annuum, Garcinia mangostana (mango), Cucumis melo (melon), Pyrus communis, Pyrus malus (apple), Citrus medica limonum (lemon), and Chaenomeles sinensis; the seeds of Phaseolus angularis, Panicum italicum, Cicer arietinum, Pisum sativum (pea), Avena sativa (oat), Hordium vulgare, Panicum miliaceum (millet), Oryza sativa (rice), Sesamum indicum (sesame), Glycine soja (soybean), Sorghum bicolor, Zea mays (corn), Coix lachryma-jobi ma-yuen, Lecythis ollaria, Echinochloa crus-galli, Triticum vulgare (wheat), Phaseolus vulgaris, Secale cereale (rye), and Lens esculenta (lentil); the leaves of Gynostemma pentaphyllum, Laminaria japonica, Echinodorus macrophyllus, Stevia rebaudiana, Ilex paraguariensis, Cymbopogon citratus, Citrullus vulgaris (watermelon), Rosmarinus officinalis (rosemary), Undaria pinnatifida, Aloe arborescens, Olea europaea (olive), Camellia sinensis, Artemisia princeps, Sasa veitchii and Alpinia speciosa; the wood of Erythroxylum catuaba and Uncaria tomentosa; the bark of Cinnamomum cassia and Tabebuia avellanedae; the rhizomes of Nelumbo nucifera; the flowers of Anthemis nobilis; the fruiting body of Sparassis crispa, Pleurotus eryngii and Pleurotus sajor-caju; the alga, Fucus vesiculosus and Cladosiphon okamuranus; and the whole plants, Chlorella vulgaris, Houttuynia cordata, Crataegus oxyacantha, Cordyceps sinensis and Ampelopsis brevipedunculata, by the microorganism, Aspergillus"
"Morella cerifera";"species";"Myricaceae";"Myrica";"cerifera";"Morella cerifera";"Synonym";"1";"tpl;tropicos;usda";"ASTRINGENT";"";"Myrica Cerifera Bark Extract is an extract of the bark of the Bayberry, Myrica cerifera L., Myricaceae"
"Myrica esculenta";"species";"Myricaceae";"Myrica";"esculenta";"Myrica esculenta";"Accepted";"1";"tpl;tropicos";"HUMECTANT, SKIN CONDITIONING";"";"Myrica Esculenta Bark Extract is an extract of the bark of Myrica esculenta, Myricaceae"
"Myrica gale";"species";"Myricaceae";"Myrica";"gale";"Myrica gale";"Accepted";"1";"tpl;tropicos;usda";"TONIC";"";"Myrica Gale Flower/Fruit/Leaf/Twig Extract is the extract of the flowers, fruit, leaves and twigs of the Sweet Gale, Myrica gale L., Myricaceae"
"Morella pubescens";"species";"Myricaceae";"Myrica";"pubescens";"Morella pubescens";"Synonym";"1";"tpl;tropicos";"FILM FORMING, SKIN CONDITIONING, VISCOSITY CONTROLLING";"";"Myrica Pubescens Fruit Cera is the wax obtained from the fruit of Myrica pubescens, Myricaceae"
"Myrica rubra";"species";"Myricaceae";"Myrica";"rubra";"Myrica rubra";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"This is a filtrate of the product obtained by the fermentation of molasses, rice bran, the fruit of Citrus junos, Prunus domestica, Lycium chinense, Myrica rubra, Vaccinium ashei, Vaccinium australe, Ficus carica (fig); the leaves of Artemisia princeps, Eriobotrya japonica, Melissa officinalis, Lavandula angustifolia (lavender), Brassica rapa (turnip); the stalks of Melissa officinalis, Lavandula angustifolia (lavender), Brassica rapa (turnip); the fungi, Agaricus blazei, Lentinula edodes , Grifola frondosa ; and the alga, Hizikia fusiforme, Laminaria japonica, Undaria pinnatifida by the microorganisms, Lactobacillus and Streptococcus thermophilus."
"Myriophyllum spicatum";"species";"Haloragaceae";"Myriophyllum";"spicatum";"Myriophyllum spicatum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Myriophyllum Spicatum Extract is the extract of the whole plant, Myriophyllum spicatum L., Haloragaceae"
"Myriophyllum verticillatum";"species";"Haloragaceae";"Myriophyllum";"verticillatum";"Myriophyllum verticillatum";"Accepted";"1";"tpl;tropicos;usda";"EMOLLIENT, SKIN CONDITIONING";"";"Myriophyllum Verticillatum Extract is the extract of the whole plant, Myriophyllum verticillatum, Haloragaceae."
"Myristica fragrans";"species";"Myristicaceae";"Myristica";"fragrans";"Myristica fragrans";"Accepted";"1";"tpl;tropicos;usda";"MASKING";"";"Cinnamomum Cassia Bark/Myristica Fragrans (Nutmeg) Shell/Piper Nigrum (Pepper) Seed/Syzygium Aromaticum Flower Oil is the volatile oil obtained from the bark of Cinnamomum cassia, the shells of Myristica fragrans, the seeds of Piper nigrum, and the flowers of Syzygium aromaticum."
"Myrothamnus flabellifolia";"species";"Myrothamnaceae";"Myrothamnus";"flabellifolia";"Myrothamnus flabellifolia";"Accepted";"1";"tpl";"ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Myrothamnus Flabellifolia Callus Culture Extract is the extract of a culture of the callus of Myrothamnus flabellifolia, Myrothamnaceae."
"Myroxylon balsamum";"species";"Fabaceae";"Myroxylon";"balsamum";"Myroxylon balsamum";"Accepted";"1";"ildis";"PERFUMING";"";"""Balsam Tolu"". Myroxylon Balsamum Balsam Extract is an extract of the balsam obtained from the bark exudate of the Balsam Tolu Tree, Myroxylon balsamum (L.), Harms, Leguminosae. It consists primarily of resins, essential oils, and usually cinnamic and benzoic acids"
"Myrrhis odorata";"species";"Apiaceae";"Myrrhis";"odorata";"Myrrhis odorata";"Accepted";"1";"tpl;tropicos;usda";"TONIC";"";"Myrrhis Odorata Extract is an extract of the herb and roots of the Sweet Chervil, Myrrhis odorata, Apiaceae"
"Myrsine africana";"species";"Primulaceae";"Myrsine";"africana";"Myrsine africana";"Accepted";"1";"tpl;tropicos";"ANTIOXIDANT";"";"Myrsine Africana Leaf Extract is the extract of the leaves of Myrsine africana, Primulaceae."
"Myrtus communis";"species";"Myrtaceae";"Myrtus";"communis";"Myrtus communis";"Accepted";"1";"tpl;tropicos;usda";"ASTRINGENT";"";"Myrtus Communis Extract is an extract of the whole plant of the Myrtle, Myrtus communis L., Myrtaceae"
"Nageia nagi";"species";"Podocarpaceae";"Nageia";"nagi";"Nageia nagi";"Accepted";"1";"tpl;tropicos";"ANTIDANDRUFF, ANTISEBORRHOEIC, SKIN PROTECTING";"";"Nageia Nagi Seed Oil is the fixed oil expressed from the seeds of Nageia nagi, Podocarpaceae."
"Nandina domestica";"species";"Berberidaceae";"Nandina";"domestica";"Nandina domestica";"Accepted";"1";"tpl;tropicos;usda";"HUMECTANT";"";"This is a filtrate of the product obtained by the fermentation of the bark of Mallotus japonicus , and Uncaria tomentosa ; the branches and stems of Acer nikoense ; the bulbs of Allium cepa (onion), and Allium sativum (garlic); the flowers of Carthamus tinctorius (safflower), and Chamomilla recutita (matricaria); the flowers, leaves and stems of Andrographis paniculata and Tetragonia tetragonoides ; the fruits of Actinidia polygama , Ananas comosus , Capsicum annuum , Chaenomeles sinensis , Citrus limon (lemon), Citrus paradisi (grapefruit), Citrus unshiu , Cucumis melo (melon), Emblica officinalis , Ficus carica (fig), Fortunella margarita , Lycium barbarum , Momordica grosvenorii , Prunus armeniaca (apricot), Prunus mume (mume), Pyrus malus (apple), Vitis vinifera (grape), and Zizyphus jujuba ; the fruiting bodies of Agaricus blazei , Ganoderma lucidum , and Lentinula edodes ; the leaves of Aloe arborescens , Aspalathus linearis , Brassica oleracea capitata (cabbage), Carum petroselinum (parsley), Diospyros kaki , Eriobotrya japonica , Eucommia ulmoides , Ficus carica (fig), Ginkgo biloba , Houttuynia cordata , Lycium chinense , Morus alba , Perilla frutescens , Prunus persica (peach), and Sasa veitchii ; the leaves and seeds of Pinus densiflora ; the leaves and stems of Lonicera japonica (honeysuckle); the peel of Allium cepa (onion);"
"Narcissus jonquilla";"species";"Amaryllidaceae";"Narcissus";"jonquilla";"Narcissus jonquilla";"Accepted";"1";"tpl;tropicos;usda";"ANTIMICROBIAL, ANTIOXIDANT, EMOLLIENT, HAIR CONDITIONING, SKIN PROTECTING";"";"Narcissus Jonquilla Callus Extract is the extract of the callus of Narcissus jonquilla, Amaryllidaceae ."
"Narcissus poeticus";"species";"Amaryllidaceae";"Narcissus";"poeticus";"Narcissus poeticus";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Narcissus Poeticus Callus Extract is the extract of the callus of Narcissus poeticus grown in culture, Liliaceae."
"Narcissus pseudonarcissus";"species";"Amaryllidaceae";"Narcissus";"pseudonarcissus";"Narcissus pseudonarcissus";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Daffodil Extract,Daffodil Flower Extract,Narcissus Pseudonarcissus Extract,Narcissus Pseudo-Narcissus Extract"
"Narcissus tazetta";"species";"Amaryllidaceae";"Narcissus";"tazetta";"Narcissus tazetta";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the flowers of Adonis Amurensis/Akebia Quinata/Albizia Julibrissin/Althaea Rosea/Angelica Acutiloba/Angelica Anomala/Aquilegia Buergeriana/Artemisia Princeps/Aster Ciliosus/Aster Scaber/Brassica Campestris/Broussonetia Kazinoki/Callistephus Chinensis/Camellia Japonica/Camellia Sinensis/Campsis Grandiflora/Caragana Sinica/CarthamusTinctorius/Cassia Obtusifolia/Celosia Cristata/Cercis Chinensis/Chaenomeles Sinensis/Chrysanthemum Indicum/Chrysanthemum Zawadskii/Clematis Terniflora/Commelina Communis/Cornus Kousa/Cornus Officinalis/Corydalis Incisa/Corydalis Turtschaninovii/Cucurbita Moschate/Dendrobium Nobile/Dianthus Chinensis/Elsholtzia Splendens/Eupatorium Lindleyanum/Forsythia Koreana/Fritillaria Ussuriensis/Gardenia Jasminoides/Ginkgo Biloba/Helianthus Annuus/Helianthus Tuberosus/Hemerocallis Fulva/Hibiscus Mutabilis/Hibiscus Syriacus/Hosta Plantaginae/Hydrangea Macrophylla/Impatiens Balsamina/Ipomea Hederacea/Iris Pallasii/Iris Pseudacorus/Kerria Japonica/Lagerstroemia Indica/Leonurus Sibiricus/Lespedeza Bicolor/Lilium Lancifolium/Lindera Obtusiloba/Liriopes Muscari/Lonicera Japonica/Lycoris Radiata/Magnolia Kobus/Magnolia Liliflora/Malus Sieboldii/Narcissus Tazetta/Nelumbo Nucifera/Oenothera Biennis/Paeonia Lactiflora/Paeonia Suffruticosa/Papaver Rhoeas/PatriniaScabiosifolia/Paulownia Coreana/Persicaria Thunbergii/Petasites Japonicus/Phytolacca Esculenta/Platycodon Grandiflorus/Polygonum Odoratum/Ponicirus Trifoliata/Prunus Armeniaca/Prunus Mume/Prunus Persica/Prunus Serrulata/Prunus Tomentosa/Pueraria Lobata/Rhododendron Mucronulatum/Robinia Pseudacacia/Rosa Multiflora/Rosa Rugosa/Sasa Borealis/Sophora Japonica/Spiraea Prunifolia/Styrax Japonica/Syringa Vulgaris/Taraxacum Platycarpum/Tulipa Edulis/Viola Mandschurica/Weigela Subsessilis/Wisteria Sinensis/Zanthoxylum Schinifolium/Zea Mays/Zingiber Mioga/Zinnia Elegans Flower Extract"
"Narcissus triandrus";"species";"Amaryllidaceae";"Narcissus";"triandrus";"Narcissus triandrus";"Accepted";"1";"tpl";"ANTIOXIDANT, SKIN CONDITIONING";"";"Narcissus Triandrus Extract is the extract of the whole plant, Narcissus triandrus L., Amaryllidaceae"
